distance,consume,temp_inside,temp_outside,gas_type,AC,rain,sun,temp_diff,fuel_used,cost_of_trip,trip_in_hour,avg_speed
2.0,8.1,22.5,14,E10,0,0,0,8.5,0.162,0.302,0.3333333333333333,6.0
11.8,4.4,22.5,8,E10,0,0,0,14.5,0.5192000000000001,0.969,0.55,21.454545454545453
7.4,5.0,22.5,12,E10,0,0,0,10.5,0.37,0.69,0.5166666666666667,14.32258064516129
12.4,4.7,22.5,14,E10,0,0,1,8.5,0.5828,1.088,0.9166666666666666,13.527272727272727
2.0,6.0,22.5,14,E10,0,0,0,8.5,0.12,0.224,0.36666666666666664,5.454545454545455
14.0,5.0,22.5,8,E10,0,0,0,14.5,0.7,1.306,0.6833333333333333,20.48780487804878
25.7,5.0,22.5,7,E10,0,0,0,15.5,1.285,2.398,0.75,34.266666666666666
24.5,3.9,21.5,15,E10,0,0,1,6.5,0.9555,1.783,0.8333333333333334,29.4
11.8,4.5,22.5,12,E10,0,0,0,10.5,0.531,0.991,0.4666666666666667,25.28571428571429
4.1,5.4,22.5,13,E10,0,0,0,9.5,0.2214,0.413,0.4,10.249999999999998
4.2,5.6,22.0,17,E10,0,0,0,5.0,0.2352,0.439,0.48333333333333334,8.689655172413794
4.2,3.9,22.0,18,E10,0,0,1,4.0,0.1638,0.306,0.48333333333333334,8.689655172413794
16.0,4.0,22.0,10,E10,0,0,0,12.0,0.64,1.194,0.6666666666666666,24.0
22.9,4.0,21.5,21,E10,0,0,0,0.5,0.9159999999999999,1.709,0.48333333333333334,47.37931034482758
16.0,3.8,21.5,8,E10,0,0,0,13.5,0.608,1.135,0.7,22.857142857142858
15.4,4.5,22.0,14,E10,0,0,0,8.0,0.693,1.293,0.8333333333333334,18.48
16.0,3.8,22.0,12,E10,0,0,0,10.0,0.608,1.135,0.6833333333333333,23.414634146341463
4.2,5.6,22.0,18,E10,0,0,0,4.0,0.2352,0.439,0.5333333333333333,7.875
101.9,5.2,22.0,18,E10,0,0,0,4.0,5.2988,9.888,1.25,81.52000000000001
93.9,4.8,23.0,18,E10,1,0,1,5.0,4.5072,8.41,1.4666666666666666,64.02272727272728
25.7,4.9,22.0,10,SP98,0,1,0,12.0,1.2593,2.409,0.8333333333333334,30.839999999999996
16.0,4.1,22.0,10,SP98,0,0,0,12.0,0.6559999999999999,1.255,0.6666666666666666,24.0
16.1,4.5,22.0,19,SP98,0,0,0,3.0,0.7245,1.386,0.5333333333333333,30.187500000000004
16.0,4.4,22.0,7,SP98,1,1,0,15.0,0.7040000000000001,1.347,0.6666666666666666,24.0
16.0,4.5,22.0,11,SP98,0,0,0,11.0,0.72,1.377,0.6833333333333333,23.414634146341463
24.7,4.5,22.0,10,SP98,0,0,0,12.0,1.1115,2.126,0.43333333333333335,56.99999999999999
16.0,3.9,22.0,8,SP98,0,0,0,14.0,0.624,1.194,0.7,22.857142857142858
15.4,4.6,22.0,16,SP98,0,0,0,6.0,0.7083999999999999,1.355,0.7166666666666667,21.488372093023255
16.0,3.8,22.0,8,SP98,0,0,0,14.0,0.608,1.163,0.6666666666666666,24.0
32.1,4.5,22.0,16,SP98,0,0,0,6.0,1.4445000000000001,2.763,0.8333333333333334,38.52
25.9,4.4,22.0,14,SP98,0,0,0,8.0,1.1396000000000002,2.18,0.6666666666666666,38.85
48.6,4.3,22.0,12,SP98,0,0,0,10.0,2.0898,3.998,0.7333333333333333,66.27272727272728
37.2,4.0,22.0,20,SP98,0,0,1,2.0,1.4880000000000002,2.847,0.75,49.6
28.8,3.9,22.0,15,SP98,0,0,1,7.0,1.1232,2.149,0.5833333333333334,49.37142857142857
6.7,5.0,22.0,17,SP98,0,0,0,5.0,0.335,0.641,0.5,13.4
7.4,4.1,22.0,18,SP98,0,0,1,4.0,0.3034,0.58,0.4166666666666667,17.76
17.3,4.1,22.0,25,SP98,0,0,1,-3.0,0.7092999999999999,1.357,0.36666666666666664,47.18181818181819
6.6,5.6,22.0,16,SP98,0,0,0,6.0,0.36959999999999993,0.707,0.7166666666666667,9.209302325581394
14.3,4.1,22.0,20,SP98,0,0,0,2.0,0.5862999999999999,1.122,0.43333333333333335,33.0
13.3,4.6,22.0,18,SP98,0,0,0,4.0,0.6118,1.17,0.55,24.18181818181818
8.3,4.9,22.0,23,SP98,0,0,0,-1.0,0.40670000000000006,0.778,0.43333333333333335,19.153846153846153
12.7,4.5,22.0,27,SP98,0,0,1,-5.0,0.5715,1.093,0.65,19.538461538461537
16.5,4.1,22.0,14,SP98,0,0,0,8.0,0.6764999999999999,1.294,0.7833333333333333,21.06382978723404
20.6,4.1,22.0,21,SP98,0,0,0,1.0,0.8445999999999999,1.616,0.6333333333333333,32.526315789473685
16.3,4.5,22.0,16,SP98,0,0,0,6.0,0.7335,1.403,0.9666666666666667,16.862068965517242
18.7,4.2,25.0,18,SP98,1,0,1,7.0,0.7854000000000001,1.502,1.0833333333333333,17.26153846153846
36.5,3.9,23.0,18,SP98,0,0,1,5.0,1.4235,2.723,0.9,40.55555555555556
19.0,5.0,22.0,15,SP98,1,0,1,7.0,0.95,1.817,0.5833333333333334,32.57142857142857
16.6,4.4,22.0,5,SP98,1,0,0,17.0,0.7304,1.397,0.7666666666666667,21.65217391304348
29.9,4.5,22.0,18,SP98,1,0,0,4.0,1.3455,2.574,0.5333333333333333,56.0625
16.0,3.8,22.0,11,SP98,0,0,0,11.0,0.608,1.163,0.7,22.857142857142858
21.1,5.1,22.0,10,SP98,0,1,0,12.0,1.0761,2.059,0.55,38.36363636363636
16.0,3.9,22.0,10,SP98,0,0,0,12.0,0.624,1.194,0.6666666666666666,24.0
11.9,5.3,22.0,13,SP98,0,0,0,9.0,0.6307,1.207,0.5666666666666667,21.0
10.1,4.2,22.0,16,SP98,0,0,0,6.0,0.4242,0.811,0.5833333333333334,17.314285714285713
31.9,4.3,22.0,16,SP98,0,0,0,6.0,1.3717,2.624,0.55,57.99999999999999
18.7,4.0,22.0,13,SP98,0,0,0,9.0,0.748,1.431,1.0,18.7
10.8,4.7,22.0,17,SP98,0,0,1,5.0,0.5076,0.971,0.8,13.5
19.8,4.0,22.0,17,SP98,0,0,1,5.0,0.792,1.515,0.9333333333333333,21.214285714285715
11.3,4.3,22.0,17,SP98,0,0,0,5.0,0.48590000000000005,0.93,0.6333333333333333,17.842105263157897
11.5,5.3,22.0,15,SP98,0,0,0,7.0,0.6094999999999999,1.166,0.8833333333333333,13.018867924528303
21.4,5.2,22.0,13,SP98,0,0,0,9.0,1.1128,2.129,0.85,25.176470588235293
32.0,4.9,22.0,15,SP98,0,0,0,7.0,1.568,3.0,0.8833333333333333,36.22641509433962
41.9,4.7,22.0,14,SP98,0,0,0,8.0,1.9693,3.767,0.8833333333333333,47.43396226415094
211.0,4.6,22.0,20,SP98,0,0,0,2.0,9.706,18.568,1.3333333333333333,158.25
216.1,5.3,22.0,21,SP98,0,0,1,1.0,11.453299999999999,21.91,1.5,144.06666666666666
25.5,3.6,22.0,27,SP98,0,0,1,-5.0,0.9179999999999999,1.756,0.45,56.666666666666664
16.6,4.2,22.0,15,SP98,0,1,0,7.0,0.6972000000000002,1.334,0.8666666666666667,19.153846153846153
25.9,4.1,22.0,24,SP98,0,0,0,-2.0,1.0618999999999998,2.031,0.7166666666666667,36.13953488372093
16.5,4.0,22.0,15,SP98,0,0,0,7.0,0.66,1.263,0.8,20.625
22.1,3.9,22.0,26,SP98,0,0,0,-4.0,0.8619,1.649,0.48333333333333334,45.724137931034484
16.6,3.7,22.0,17,E10,0,0,0,5.0,0.6142000000000001,1.146,0.8166666666666667,20.3265306122449
15.4,4.5,22.0,24,E10,0,0,0,-2.0,0.693,1.293,0.7166666666666667,21.488372093023255
16.5,3.9,22.0,17,E10,0,0,0,5.0,0.6435,1.201,0.7166666666666667,23.023255813953487
15.4,5.1,22.0,24,E10,0,0,0,-2.0,0.7853999999999999,1.466,0.35,44.00000000000001
18.4,4.2,22.0,24,E10,0,0,0,-2.0,0.7728,1.442,0.9833333333333333,18.71186440677966
39.5,4.2,22.0,25,E10,0,0,0,-3.0,1.659,3.096,0.9666666666666667,40.86206896551724
21.5,4.8,25.0,27,E10,1,0,1,-2.0,1.032,1.926,0.7833333333333333,27.4468085106383
4.8,4.7,25.0,18,E10,0,0,0,7.0,0.2256,0.421,0.43333333333333335,11.076923076923077
100.9,4.7,23.5,22,E10,0,0,0,1.5,4.7423,8.849,1.45,69.58620689655173
129.7,4.6,24.0,21,E10,0,0,0,3.0,5.966199999999999,11.133,0.9666666666666667,134.17241379310343
16.6,3.8,21.5,16,E10,0,0,0,5.5,0.6308,1.177,0.7166666666666667,23.16279069767442
15.4,4.2,21.5,21,E10,0,0,0,0.5,0.6468,1.207,0.8333333333333334,18.48
16.0,3.7,22.0,17,E10,0,0,0,5.0,0.5920000000000001,1.105,0.75,21.333333333333332
16.0,4.2,22.0,15,E10,0,0,0,7.0,0.672,1.254,0.6833333333333333,23.414634146341463
15.4,4.1,22.0,24,E10,0,0,0,-2.0,0.6314,1.178,0.75,20.533333333333335
16.0,4.0,22.0,16,E10,0,0,0,6.0,0.64,1.194,0.7166666666666667,22.325581395348838
21.0,3.8,22.0,21,E10,0,0,0,1.0,0.7979999999999999,1.489,0.6166666666666667,34.05405405405405
15.4,3.8,22.0,24,E10,0,0,0,-2.0,0.5851999999999999,1.092,0.7833333333333333,19.659574468085108
16.0,3.8,22.0,17,E10,0,0,0,5.0,0.608,1.135,0.7,22.857142857142858
16.1,5.1,25.0,16,E10,1,1,0,9.0,0.8210999999999999,1.532,0.5,32.2
16.0,4.0,22.0,15,E10,0,0,0,7.0,0.64,1.194,0.7,22.857142857142858
15.4,4.8,22.0,18,E10,0,0,0,4.0,0.7392,1.379,0.6666666666666666,23.1
17.2,3.9,22.0,16,E10,0,0,0,6.0,0.6708,1.252,0.5833333333333334,29.485714285714284
16.6,4.6,22.0,25,E10,0,0,0,-3.0,0.7636,1.425,0.8333333333333334,19.92
18.3,4.3,22.0,16,SP98,0,0,0,6.0,0.7868999999999999,1.505,0.7666666666666667,23.869565217391305
16.1,4.8,22.0,18,SP98,0,1,0,4.0,0.7728,1.478,0.6,26.833333333333336
16.0,4.1,22.0,17,SP98,0,0,0,5.0,0.6559999999999999,1.255,0.7666666666666667,20.869565217391305
16.3,4.0,22.0,23,SP98,0,0,0,-1.0,0.652,1.247,0.5833333333333334,27.942857142857143
16.0,3.7,22.0,16,SP98,0,0,0,6.0,0.5920000000000001,1.132,0.7333333333333333,21.81818181818182
18.3,4.3,22.0,23,SP98,0,0,0,-1.0,0.7868999999999999,1.505,0.7666666666666667,23.869565217391305
4.5,5.2,22.0,23,SP98,0,0,1,-1.0,0.234,0.448,0.38333333333333336,11.739130434782608
17.0,4.2,22.0,16,SP98,0,0,0,6.0,0.7140000000000001,1.366,0.8,21.25
6.1,5.0,24.5,18,SP98,0,0,0,6.5,0.305,0.583,0.5833333333333334,10.457142857142856
6.1,5.0,22.0,24,SP98,0,0,1,-2.0,0.305,0.583,0.55,11.09090909090909
17.3,4.2,22.0,22,SP98,0,0,0,0.0,0.7266000000000001,1.39,0.6,28.833333333333336
6.0,4.8,22.0,17,SP98,0,0,0,5.0,0.288,0.551,0.45,13.333333333333332
16.0,4.1,22.0,15,SP98,0,0,0,7.0,0.6559999999999999,1.255,0.75,21.333333333333332
15.4,4.9,22.0,18,SP98,0,0,0,4.0,0.7546,1.444,0.9166666666666666,16.8
15.4,4.3,22.0,23,SP98,0,0,0,-1.0,0.6622,1.267,0.65,23.692307692307693
16.0,3.9,22.0,18,SP98,0,0,0,4.0,0.624,1.194,0.5833333333333334,27.428571428571427
15.4,4.5,22.0,26,SP98,0,0,0,-4.0,0.693,1.326,0.8666666666666667,17.76923076923077
16.6,4.1,25.5,30,SP98,1,0,1,-4.5,0.6806,1.302,0.8,20.75
15.4,5.0,25.5,31,SP98,1,0,0,-5.5,0.77,1.473,0.8,19.25
16.0,4.0,22.0,21,SP98,1,0,0,1.0,0.64,1.224,0.7166666666666667,22.325581395348838
15.4,4.5,22.0,30,SP98,0,0,0,-8.0,0.693,1.326,0.7,22.000000000000004
16.0,3.6,22.0,19,SP98,0,0,0,3.0,0.5760000000000001,1.102,0.7166666666666667,22.325581395348838
20.9,4.1,22.0,21,SP98,0,0,0,1.0,0.8568999999999999,1.639,0.55,37.99999999999999
32.1,3.9,22.0,26,SP98,0,0,0,-4.0,1.2519,2.395,0.7833333333333333,40.97872340425532
15.3,6.6,24.0,27,SP98,1,0,0,-3.0,1.0098,1.932,0.26666666666666666,57.375
28.5,4.0,25.0,23,SP98,1,0,0,2.0,1.14,2.181,0.7333333333333333,38.86363636363637
11.9,3.7,25.0,19,SP98,0,0,0,6.0,0.4403,0.842,0.55,21.636363636363637
14.5,4.3,25.0,22,SP98,0,0,0,3.0,0.6234999999999999,1.193,0.6,24.166666666666668
16.6,4.1,22.0,26,SP98,0,0,1,-4.0,0.6806,1.302,0.8166666666666667,20.3265306122449
16.2,4.4,24.5,17,SP98,1,0,0,7.5,0.7128,1.364,0.65,24.92307692307692
16.7,3.8,24.5,23,SP98,0,0,1,1.5,0.6345999999999999,1.214,0.7333333333333333,22.772727272727273
8.3,5.0,24.5,27,SP98,0,0,0,-2.5,0.415,0.794,0.8666666666666667,9.576923076923077
5.5,3.7,24.5,28,SP98,0,0,1,-3.5,0.20350000000000001,0.389,0.55,10.0
13.6,3.7,24.5,28,SP98,0,0,1,-3.5,0.5032,0.963,0.55,24.727272727272723
16.0,3.7,24.5,18,SP98,0,0,0,6.5,0.5920000000000001,1.132,0.65,24.615384615384613
16.1,4.3,25.0,31,SP98,1,0,0,-6.0,0.6923,1.324,0.6333333333333333,25.421052631578952
16.0,3.8,25.0,19,SP98,0,0,0,6.0,0.608,1.163,0.75,21.333333333333332
15.4,4.6,25.0,31,SP98,1,0,0,-6.0,0.7083999999999999,1.355,0.7,22.000000000000004
14.7,5.0,25.0,30,SP98,1,0,0,-5.0,0.735,1.406,0.4166666666666667,35.279999999999994
19.652835051546393,4.912371134020619,21.5,12,E10,0,0,0,9.5,0.9654201960888513,1.801,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.5,13,E10,0,0,0,8.5,0.9654201960888513,1.801,0.5,39.30567010309279
19.652835051546393,4.912371134020619,21.5,15,E10,0,0,0,6.5,0.9654201960888513,1.801,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,14,E10,0,0,0,7.5,0.9654201960888513,1.801,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.5,15,E10,0,0,0,6.5,0.9654201960888513,1.801,0.7666666666666667,25.634132675930076
19.652835051546393,4.912371134020619,21.5,10,E10,0,0,0,11.5,0.9654201960888513,1.801,0.8333333333333334,23.583402061855672
19.652835051546393,4.912371134020619,21.5,11,E10,0,0,0,10.5,0.9654201960888513,1.801,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,21.5,4,E10,0,0,0,17.5,0.9654201960888513,1.801,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.5,9,E10,0,0,0,12.5,0.9654201960888513,1.801,0.5,39.30567010309279
19.652835051546393,4.912371134020619,21.5,4,E10,0,0,0,17.5,0.9654201960888513,1.801,0.7,28.07547864506628
19.652835051546393,4.912371134020619,21.5,0,E10,0,0,0,21.5,0.9654201960888513,1.801,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,10,E10,0,0,0,11.5,0.9654201960888513,1.801,0.9833333333333333,19.985933950725148
19.652835051546393,4.912371134020619,21.5,12,E10,0,0,0,9.5,0.9654201960888513,1.801,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,21.5,11,E10,0,0,0,10.5,0.9654201960888513,1.801,0.7666666666666667,25.634132675930076
19.652835051546393,4.912371134020619,21.5,5,E10,0,0,0,16.5,0.9654201960888513,1.801,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,3,E10,0,0,0,18.5,0.9654201960888513,1.801,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.5,3,E10,0,0,0,18.5,0.9654201960888513,1.801,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,21.5,8,E10,0,0,0,13.5,0.9654201960888513,1.801,0.65,30.23513084853291
19.652835051546393,4.912371134020619,21.5,4,E10,0,0,0,17.5,0.9654201960888513,1.801,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,21.5,3,E10,0,0,0,18.5,0.9654201960888513,1.801,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,21.5,1,E10,0,0,0,20.5,0.9654201960888513,1.801,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,1,E10,0,0,0,20.5,0.9654201960888513,1.801,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,1,E10,0,0,0,20.5,0.9654201960888513,1.801,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,1.0333333333333334,19.018872630528765
19.652835051546393,4.912371134020619,21.5,9,E10,0,0,0,12.5,0.9654201960888513,1.801,0.95,20.68719479110147
19.652835051546393,4.912371134020619,22.5,2,E10,0,0,0,20.5,0.9654201960888513,1.801,0.35,56.15095729013256
19.652835051546393,4.912371134020619,21.5,3,E10,0,0,0,18.5,0.9654201960888513,1.801,0.4666666666666667,42.11321796759941
19.652835051546393,4.912371134020619,21.5,1,E10,0,0,0,20.5,0.9654201960888513,1.801,0.48333333333333334,40.6610380376822
19.652835051546393,4.912371134020619,21.5,4,E10,0,0,0,17.5,0.9654201960888513,1.801,0.5833333333333334,33.69057437407953
19.652835051546393,4.912371134020619,21.5,11,E10,0,0,0,10.5,0.9654201960888513,1.801,0.85,23.12098241358399
19.652835051546393,4.912371134020619,21.5,10,E10,0,0,0,11.5,0.9654201960888513,1.801,0.48333333333333334,40.6610380376822
19.652835051546393,4.912371134020619,21.5,8,E10,0,0,0,13.5,0.9654201960888513,1.801,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,21.5,7,E10,0,0,0,14.5,0.9654201960888513,1.801,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,21.5,7,E10,0,0,0,14.5,0.9654201960888513,1.801,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.5,8,E10,0,0,0,13.5,0.9654201960888513,1.801,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.5,4,E10,0,0,0,17.5,0.9654201960888513,1.801,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.5,9,E10,0,0,0,12.5,0.9654201960888513,1.801,0.38333333333333336,51.26826535186015
19.652835051546393,4.912371134020619,21.5,7,E10,0,0,0,14.5,0.9654201960888513,1.801,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,21.5,7,E10,1,1,0,14.5,0.9654201960888513,1.801,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,21.5,7,E10,1,0,0,14.5,0.9654201960888513,1.801,0.48333333333333334,40.6610380376822
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,7,E10,0,0,0,14.5,0.9654201960888513,1.801,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,21.5,4,SP98,0,0,0,17.5,0.9654201960888513,1.847,0.35,56.15095729013256
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.5,11,SP98,0,0,0,10.5,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.5,10,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.5,5,SP98,0,1,0,16.5,0.9654201960888513,1.847,0.48333333333333334,40.6610380376822
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,1.05,18.716985763377515
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,1.0166666666666666,19.330657427750552
19.652835051546393,4.912371134020619,21.5,6,SP98,0,1,0,15.5,0.9654201960888513,1.847,0.7666666666666667,25.634132675930076
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.4666666666666667,42.11321796759941
19.652835051546393,4.912371134020619,21.5,3,SP98,0,1,0,18.5,0.9654201960888513,1.847,1.3666666666666667,14.38012320844858
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,1.0166666666666666,19.330657427750552
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,21.5,8,SP98,0,1,0,13.5,0.9654201960888513,1.847,0.8666666666666667,22.676348136399685
19.652835051546393,4.912371134020619,21.5,9,SP98,1,1,0,12.5,0.9654201960888513,1.847,0.3,65.50945017182131
19.652835051546393,4.912371134020619,21.5,9,SP98,1,1,0,12.5,0.9654201960888513,1.847,0.38333333333333336,51.26826535186015
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.6833333333333333,28.76024641689716
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,21.5,4,SP98,1,0,0,17.5,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,12,SP98,0,0,0,9.5,0.9654201960888513,1.847,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,21.5,10,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.3333333333333333,58.958505154639184
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.48333333333333334,40.6610380376822
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.65,30.23513084853291
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.8333333333333334,23.583402061855672
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.9333333333333333,21.056608983799705
19.652835051546393,4.912371134020619,20.0,4,SP98,0,0,0,16.0,0.9654201960888513,1.847,0.4666666666666667,42.11321796759941
19.652835051546393,4.912371134020619,20.0,6,SP98,0,0,0,14.0,0.9654201960888513,1.847,0.6,32.75472508591066
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.65,30.23513084853291
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,20.0,11,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,20.0,11,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.85,23.12098241358399
19.652835051546393,4.912371134020619,20.0,11,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.75,26.203780068728523
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,20.0,8,SP98,0,0,0,12.0,0.9654201960888513,1.847,0.36666666666666664,53.59864104967198
19.652835051546393,4.912371134020619,20.0,6,SP98,0,0,0,14.0,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,1.0,19.652835051546393
19.652835051546393,4.912371134020619,20.0,13,SP98,0,0,0,7.0,0.9654201960888513,1.847,0.85,23.12098241358399
19.652835051546393,4.912371134020619,21.5,10,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,20.0,9,SP98,1,1,0,11.0,0.9654201960888513,1.847,0.35,56.15095729013256
19.652835051546393,4.912371134020619,21.5,11,SP98,0,0,0,10.5,0.9654201960888513,1.847,0.8666666666666667,22.676348136399685
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.55,35.732427366447986
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.5833333333333334,33.69057437407953
19.652835051546393,4.912371134020619,21.5,10,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.5666666666666667,34.68147362037599
19.652835051546393,4.912371134020619,21.0,8,SP98,1,1,0,13.0,0.9654201960888513,1.847,1.1833333333333333,16.60802962102512
19.652835051546393,4.912371134020619,21.5,9,SP98,0,1,0,12.5,0.9654201960888513,1.847,1.0333333333333334,19.018872630528765
19.652835051546393,4.912371134020619,21.0,12,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.0,11,SP98,1,1,0,10.0,0.9654201960888513,1.847,0.3,65.50945017182131
19.652835051546393,4.912371134020619,20.5,7,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.75,26.203780068728523
19.652835051546393,4.912371134020619,23.0,1,SP98,0,0,0,22.0,0.9654201960888513,1.847,1.25,15.722268041237115
19.652835051546393,4.912371134020619,21.0,1,SP98,0,0,0,20.0,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
